"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"text",1.14481157064438,-0.0347588956356049,0.707352221012115,-0.411895185709,0.313265543431044,-0.93100917339325,0.294323731446639,0.251669865101576,0.386339075863361,0.0942305885255337,0.689336076378822,-0.0968726128339767,-0.460432020947337,0.0897954702377319,-0.333235740661621,0.175540551543236,0.682944625616074,0.286105904728174,-0.578238725662231,0.366264909505844,0.000911429524421692,0.028411190956831,-0.0743660256266594,-0.290130995213985,-0.0182291269302368,-0.345874302089214,0.231679171323776,0.888711124658585,-0.875665321946144,-0.763164043426514,0.872924476861954,0.406504355370998,-0.628568172454834,-0.452961944043636,-0.198408998548985,0.1686891913414,0.218464493751526,0.667424685088918,-0.169686913490295,-0.132095091044903,-0.102003358304501,-0.33064366877079,0.516432836651802,-0.227573061361909,-0.142146732658148,0.486139044165611,0.772629857063293,-0.155369430780411,0.445506133139133,0.0445031225681305
"years.",-0.221872895956039,1.2585776746273,0.488887518644333,0.61834642291069,0.182510212063789,0.460517257452011,-0.365482851862907,0.431193314492702,0.435120288282633,-0.368357107043266,-0.0799447447061539,-0.325308284722269,-0.00107074528932571,0.819966107606888,0.156143024563789,-1.0500835776329,-0.747893571853638,-0.372955098748207,0.586930513381958,0.52012887597084,0.880895413458347,0.211463108658791,-0.385541826486588,-0.863352447748184,0.264443274587393,0.734412930905819,0.272177471779287,0.293748983182013,-0.479008227586746,-0.574324712157249,0.0157860219478607,0.778315544128418,-1.49999243021011,0.0729394555091858,0.363627545535564,-0.100391522049904,0.745921820402145,-0.192213021218777,0.170266304165125,0.451488330960274,0.431844621896744,0.329008623957634,0.135142676532269,-0.174903895705938,-0.59674452804029,0.228904340416193,0.493888031691313,0.0549558252096176,-0.105343207716942,-0.343409266322851
"affordable",-0.0655018351972103,0.509386196732521,0.1529989130795,0.0181085169315338,0.413718834519386,0.622092962265015,0.0519621223211288,0.709359019994736,-0.240931548178196,-0.139803223311901,-0.515534535050392,-0.649848580360413,0.00168868899345398,-0.298259183764458,0.296446130960248,-0.244741462171078,0.604639798402786,-0.316421240568161,1.37246823310852,0.741565668955445,0.185194283723831,-0.627303272485733,-0.260016947984695,0.311754941940308,-0.481658987700939,-0.940731942653656,0.301459148526192,0.16062854975462,-0.810331165790558,-0.88414791226387,-1.1330224275589,0.562253534793854,-0.191229969263077,0.699064582586288,-0.903488636016846,-0.692836195230484,0.253362998366356,0.127766877412796,-0.571161136031151,-0.28641009517014,0.0251188240945339,0.606677666306496,0.761155605316162,0.32913002371788,-1.01719680428505,-0.18968104198575,0.549720771610737,0.061764657497406,0.248587593436241,-0.62142476439476
"call",-0.0196417272090912,-0.13292134180665,0.0545573979616165,-0.0318952202796936,0.435911074280739,0.504801988601685,-0.406961068511009,0.0307588465511799,0.0691297501325607,-0.0433247666805983,-0.259612083435059,0.181120350956917,0.944888398051262,-0.490918599069118,-0.326523020863533,-0.00948862731456757,0.987056910991669,0.725916534662247,0.769693076610565,-0.00904511427506804,0.632248386740685,-0.863752126693726,0.164818547666073,-0.909457251429558,-0.3481275588274,-0.568589478731155,-0.168598890304565,-0.251055022701621,-0.041260153055191,0.530759707093239,0.171868368983269,-0.29037423664704,-0.6647087931633,0.61146105453372,0.0689170332625508,-0.962186694145203,0.21520571783185,0.0987691134214401,-0.520169526338577,0.118582429364324,0.263672610744834,-0.303776256740093,-0.0849988460540771,-0.45583575963974,-0.353910580277443,0.477364167571068,-0.0337344445288181,-0.352361269295216,-0.189415633678436,-0.440037310123444
"definition",0.344189487397671,0.566885679960251,0.877296447753906,-0.614291161298752,0.509540908038616,0.234720520675182,-0.397570706903934,0.931857883930206,0.150883883237839,-1.04679882526398,0.253173246979713,-0.229811735451221,0.214283613488078,0.346289339475334,-0.161340042948723,0.210657615214586,0.291544187813997,-0.351330265402794,0.731686681509018,0.15304758399725,-0.934614643454552,-1.07754999399185,-0.0870050713419914,-0.287530394271016,0.538953779265285,0.167226392775774,0.0382549986243248,-0.427410922944546,0.340679213404655,-1.0499652326107,-0.669594556093216,-0.104784771800041,-0.513181226793677,0.680927783250809,-0.122968804091215,-0.0103020966053009,0.0474410057067871,-0.378407206386328,-0.713550314307213,-0.695568524301052,-0.638382792472839,0.929789870977402,-0.187463529407978,0.10304057598114,-0.172842748463154,-0.449384965002537,1.24013954401016,-0.359055511653423,1.00112253427505,-0.0710588544607162
"around,",-0.37276859767735,-0.262757554650307,0.231080548837781,0.268609903752804,-0.329770565032959,0.0814987868070602,0.336025722324848,-0.482517153024673,-0.785684138536453,0.144431324675679,-0.81854036450386,0.0138020440936089,0.268853645771742,0.0722870975732803,-0.283485680818558,-0.261744812130928,0.159216426312923,0.230919569730759,-0.342171922326088,-0.470740489661694,-0.629732295870781,-0.561640754342079,-0.268972799181938,-0.0330371018499136,-0.351430311799049,0.313388608396053,-0.469500094652176,-0.296463336795568,-0.261511743068695,-0.0384893417358398,-0.54096594452858,-0.357206087559462,-0.617984265089035,-0.456589499954134,0.845970869064331,-0.395483877509832,-0.354499354958534,-0.437126465141773,-0.782049506902695,-0.555648766458035,-0.628076061606407,-0.112975358963013,-0.714402705430984,-0.290890455245972,-0.650571241974831,-0.56061939895153,0.405409395694733,0.692094326019287,-0.376014731824398,-0.416761696338654
"apps",-0.246333375573158,0.511545866727829,0.128544736653566,-0.312711857259274,-0.356014519929886,-0.110048173461109,0.275019902735949,-0.41789598762989,0.0502715334296227,-0.0348237901926041,-0.367214504629374,-0.0986033193767071,0.0845165252685547,-0.608779191970825,-0.282685271464288,-0.413980007171631,0.600010365247726,0.537679713219404,-0.176964581012726,-0.645903810858727,-0.376153200864792,0.164324544370174,-0.00337865948677063,-1.08382141590118,0.423601396381855,-0.661103874444962,0.0545011386275291,-0.380893602967262,0.194975286722183,0.0301394537091255,-0.386403666809201,0.332807391881943,-1.05622538924217,0.998077034950256,-0.532824248075485,-0.443087741732597,0.261439681053162,0.0238063335418701,0.288906767964363,-0.170372053980827,-0.268424347043037,-0.262856213375926,-0.807752937078476,0.439030850306153,-0.971778936684132,-0.13201929628849,-0.484680280089378,0.380262270569801,0.387863183394074,-0.308216610923409
"data",0.0371355712413788,-0.568147733807564,-0.117680225521326,0.314547978341579,0.224461545236409,-0.21503109484911,-0.261344543891028,-0.610071212053299,-0.890264749526978,-0.660811394453049,-0.217341676354408,-0.128153041005135,-0.363962296396494,0.390068769454956,-0.111071821302176,0.566982313990593,0.18898668140173,0.370965756475925,0.520105764269829,0.279888175427914,-0.0912489285692573,-0.635435789823532,-0.00357452034950256,0.0192905813455582,-0.181838303804398,-0.172297231853008,0.234098263084888,-0.15016570687294,-0.656959474086761,-0.892697900533676,-0.593371912837029,-0.476547211408615,0.205124415457249,0.104252874851227,0.663660258054733,-0.46171860396862,-0.0382780954241753,0.151453122496605,0.11665141955018,-0.226431183516979,-0.674507766962051,0.547333866357803,-0.182598646730185,-0.381491601467133,-0.705631643533707,-0.104160826653242,1.22789788246155,-0.325425386428833,-0.0801158896647394,0.511530980467796
"breaker",0.174303352832794,0.452273815870285,0.448361225426197,0.381686292588711,-0.39557071402669,0.858651846647263,-1.4089942574501,-0.662752658128738,0.0020996630191803,-0.308292623609304,-0.243617162108421,-0.916523828636855,-0.175189487636089,0.279367133975029,0.0219796299934387,0.816019415855408,0.406452551484108,-0.385517120361328,0.178281957283616,1.32423579692841,-0.631683841347694,-0.477952346205711,0.396920595318079,-1.32997918128967,-0.265410644002259,0.806806802749634,0.0805995687842369,-0.209185168147087,0.327297866344452,-0.119204819668084,0.728901922702789,0.898962765932083,-0.0713001526892185,0.889739222824574,-0.179524309933186,-0.0513388216495514,-0.649535864591599,-0.469520010054111,0.210048762150109,-1.52975231409073,0.468087416142225,-0.0480438023805618,-0.34754403680563,1.09471943974495,-0.374605074524879,-0.385150216519833,-1.4528848528862,0.62022003158927,-0.0363845527172089,0.987508870661259
"lost",-0.0256171226501465,0.082272857427597,-0.435137301683426,-0.456060290336609,0.260301388800144,-0.147911891341209,0.412101775407791,0.321743868291378,-0.265785820782185,-0.14924355968833,-0.0672340989112854,-0.636457040905952,-1.97491776943207,0.155504651367664,-0.257584355771542,-0.154406033456326,-0.513200759887695,0.244501456618309,0.801019594073296,-0.683772042393684,-0.572736889123917,-0.0699575459584594,0.440681427717209,0.052830521017313,-0.285755261778831,-0.534710951149464,0.870472699403763,-0.418188592419028,0.674941271543503,0.208037957549095,0.652854919433594,-0.393803372979164,0.446046948432922,0.452478617429733,0.16174503043294,-0.544940382242203,0.436649933457375,-0.318347414024174,0.273199955932796,-0.439216837286949,0.247858013957739,-0.166426442563534,-0.0598592720925808,0.405529096722603,0.0106450021266937,0.426708728075027,-0.421541802585125,0.0925498008728027,-0.217724307905883,0.774495914578438
"chose",0.770048066973686,-0.0655326843261719,-0.169322706758976,0.638561934232712,-0.659871160984039,0.893421664834023,0.650639347732067,0.390519630163908,0.913656711578369,0.0285108196549118,-0.345147557556629,0.182563278824091,-0.0279058367013931,-0.415476027876139,-0.395482028310653,-0.475479528307915,-0.928477197885513,-0.510346591472626,-0.358111828565598,0.236404933035374,0.447004266083241,-0.0286351144313812,-0.336387157440186,0.414108574390411,0.103605929762125,0.483634293079376,0.0559326224029064,-0.333027584478259,-0.250202998518944,0.83133639395237,-0.229921422898769,-0.943110823631287,-0.127488892525434,0.0319672152400017,-0.870998471975327,-1.07483139634132,-0.306102026253939,-0.0112641602754593,-0.914253413677216,-0.680561229586601,-0.75708831846714,0.103566765785217,-0.947857663035393,-0.870042771100998,-0.220786437392235,-0.0966133922338486,-1.20638412237167,-0.445111617445946,-0.0899687483906746,-0.738018199801445
"glass",0.536935403943062,0.308496557176113,-0.704445362091064,-0.0380295813083649,-0.731531292200089,0.435604223050177,-0.0988889187574387,0.433059826493263,-0.327439752407372,-0.442221969366074,-0.00470806658267975,-0.486797526478767,-0.198098320513964,-0.0255112648010254,-0.167946889996529,0.277269711252302,0.520580410957336,0.184315960854292,0.196368560194969,0.312414538115263,-0.425936594605446,0.0902687162160873,0.224753041518852,0.431568428874016,0.441553123295307,-0.421060457825661,0.196213006973267,-0.421778589487076,0.0464193224906921,-0.438416689634323,-0.120058804750443,0.244983471930027,-0.434017792344093,-0.0829718485474586,-1.16316422820091,-0.393442802131176,-0.276832584291697,0.224388263421133,-0.67804417014122,0.306329354643822,-0.273882284760475,0.162241611629725,0.538358964025974,-0.360394009388983,0.815641224384308,-0.942706435918808,0.775758519768715,0.865919679403305,0.139075298327953,-0.368208844214678
"charge",-0.202924989163876,-0.132779044215567,0.678365707397461,-0.0209917426109314,0.231828931719065,0.607195101678371,-1.05239224433899,-0.120752066373825,-1.08301931619644,0.209056064486504,0.110225215554237,0.787505298852921,-0.292055107653141,0.55868735909462,-0.180640012025833,-0.564391136169434,-0.428636237978935,-0.2226372808218,-0.282216563820839,-0.4259197935462,-0.616665601730347,-1.22947251796722,0.166588282212615,-0.829689681529999,-0.13198621571064,0.171302974224091,0.382708996534348,-1.01059478521347,0.389760583639145,0.172530099749565,0.360513016581535,-0.754518300294876,-0.484137281775475,0.523249618709087,0.344044268131256,-0.181866306811571,0.245109680108726,-0.808105766773224,0.431743271648884,-0.766838155686855,0.113151639699936,-0.0439773499965668,-0.664599359035492,-0.143116367980838,0.00724339485168457,-0.516930570825934,0.941730469465256,-0.492012023925781,0.229873454198241,-0.400848537683487
"specifically",0.235397726297379,0.304946735501289,1.17248743772507,0.0233265087008476,-0.228407504037023,0.494288042187691,-0.338080905377865,0.477309510111809,0.29110000282526,-0.72617980837822,0.348849281668663,-0.284947261214256,0.0436955695040524,0.573906034231186,-0.669920474290848,-0.778324902057648,-0.913717269897461,0.0258325897157192,0.551157556474209,-0.222597401589155,0.215839628130198,-1.2551304101944,0.406751736998558,-0.475293684750795,0.0744269788265228,0.291715197265148,-0.173799157142639,-0.492123335599899,-0.249886504374444,0.0322535187005997,-0.670461669564247,-0.568510949611664,-0.275755971670151,-0.0163827538490295,0.583329319953918,0.319162912666798,0.543393224477768,0.30308006494306,0.70789235830307,-0.40056124329567,-0.0769178569316864,-0.0394488871097565,0.300298377871513,-0.218922048807144,-0.195227049291134,0.206676557660103,0.0384121313691139,-0.704154044389725,0.306840469129384,0.14464423712343
"quickly",0.522868556901813,0.0672856867313385,-0.115153415128589,-0.277893126010895,0.0597322694957256,-0.145470254123211,0.36063914000988,0.251750525087118,-0.0538763180375099,0.19659025548026,0.686781346797943,-0.284183867275715,0.0544209331274033,-0.00106579251587391,-0.324395716190338,0.178413301706314,0.504565343260765,0.599992848932743,-0.413325678557158,0.181459702551365,0.223898634314537,-0.587070122361183,0.170768216252327,-1.08553594350815,-0.189895458519459,-0.246499426662922,-0.228553965687752,0.223143920302391,-0.750585034489632,0.90707603096962,0.479678496718407,0.0267572999000549,-0.29625529050827,0.0686022127047181,0.126624941825867,-0.359919980168343,0.471098678186536,0.16286363452673,-0.876176714897156,0.306022971868515,-0.0818641036748886,0.0982768535614014,0.200731419026852,-0.0653863549232483,0.287179335951805,-0.549403190612793,-0.14553764462471,-0.0759511888027191,-0.176749082282186,-0.322677075862885
"defects",0.148444548249245,0.744659528136253,0.197931908071041,0.322976987808943,-0.269997477531433,0.0595602691173553,0.495695158839226,0.43327884376049,-0.273903146386147,0.00305162370204926,0.146781321614981,0.0567423179745674,0.279109731316566,0.544291662052274,0.132190375588834,-0.194658547639847,-0.868830502033234,0.23405434191227,-0.214025542140007,-1.14247676730156,-0.796585917472839,-0.0106764808297157,0.400921437889338,0.0383357256650925,-0.0591650456190109,-0.0831625461578369,-0.141218837350607,0.351745821535587,0.112015221267939,0.960570901632309,-0.2162073738873,0.22669780254364,-0.747336938977242,0.719986736774445,-0.154932297766209,-0.583354204893112,-0.855140566825867,-0.51601468026638,-0.0168065130710602,0.16429328918457,0.29651215672493,0.846752882003784,-0.110632658004761,-0.17089731991291,0.168130964040756,-0.229931607842445,-0.375713318586349,0.0231015086174011,-0.198633973486722,-0.0884868018329144
"programmer",0.454909283667803,-0.0489553064107895,-0.0698254276067019,-0.696984127163887,0.0596412122249603,0.0355078130960464,-0.289004296064377,0.60625371336937,-0.591533973813057,-0.357715003192425,0.0742389019578695,-1.46752834320068,0.00994127988815308,-0.420801308006048,-0.114909596741199,0.202767129987478,0.140227743424475,-0.132558055222034,0.304479071870446,-0.540450423955917,-0.0769182741641998,0.0651857145130634,0.0439633019268513,-0.454130093916319,0.224720567464828,-0.0971314590424299,-0.345596149563789,-0.037346825003624,0.256837967783213,0.0771191529929638,0.734058916568756,-0.0111702103167772,-0.211215954273939,-0.0472892969846725,-0.544376209378242,0.528394877910614,0.18112713098526,-0.142794907093048,0.16391450446099,-0.133692413568497,-0.868894279003143,0.0314663425087929,-0.202828273177147,0.164470531046391,0.417905792593956,-0.482840165495872,0.100639820098877,0.175789728760719,-0.152391821146011,0.392245039343834
"mainly",0.914465844631195,-0.174838691949844,0.374493971467018,0.395168453454971,-0.179053321480751,0.824524492025375,-1.48407995700836,0.723658449947834,0.597284909337759,-0.337909489870071,0.861096473410726,0.288758926093578,-0.0306106507778168,0.190045151859522,-1.0197659432888,-0.847391225397587,-0.984850019216537,-0.0331590473651886,0.254860103130341,0.373332396149635,0.790536761283875,-0.577115211635828,0.382011666893959,0.195552855730057,0.142807200551033,0.392105475068092,-0.0824597850441933,-0.74103732407093,0.291221458464861,-0.101738676428795,0.432380802929401,-0.466161876916885,-0.249988123774529,0.0822328086942434,0.370053291320801,0.013578325510025,0.200134440325201,-0.234712995588779,-0.192760165780783,-0.71451648324728,-0.0921615362167358,-0.251973763108253,-0.0938152670860291,-0.833693310618401,-0.00242481008172035,-0.533310025930405,-0.621876522898674,-0.17982966452837,0.507598504424095,-0.550741091370583
"$400",-0.205698288977146,0.322098321281374,0.492839366197586,-0.341803040355444,0.146781507879496,0.188640937209129,-0.240792006254196,0.134533420205116,0.337994925677776,-0.365844905376434,0.278585787862539,-0.298020940274,-0.246013270691037,0.0239878706634045,-0.456108368933201,-0.613828599452972,-0.00664964318275452,0.495017722249031,0.792913943529129,0.141940414905548,-0.48614789545536,-0.181273642927408,-0.205640740692616,-0.669205084443092,0.41227114200592,0.182552110403776,-0.621789813041687,-0.225310072302818,-0.0288055464625359,-0.521737605333328,-0.277286842931062,-0.561960801482201,-0.0516949743032455,0.798507746309042,0.216363950632513,-0.325264260172844,0.239447854459286,-0.387063309550285,0.201570693403482,-0.434772063046694,-0.0236768741160631,0.235642716288567,-0.0858188010752201,-0.577902093529701,0.258194409310818,-0.243492939509451,0.421068787574768,-0.434587121009827,0.503781594336033,-0.548981800675392
"complain",0.416062064468861,0.151845030486584,0.680369198322296,-0.52323517203331,-0.683165479451418,-0.667120233178139,0.386788791045547,0.10033055767417,0.0176265388727188,-0.608405023813248,-0.0813448950648308,-0.192764222621918,0.0822811126708984,-0.00432470440864563,0.182964591309428,-0.840574383735657,0.665584328584373,0.326319649815559,0.222458194941282,0.350676685571671,0.291998947039247,0.0884896218776703,-0.859287895262241,-0.625084027647972,-0.77611044049263,0.0717102289199829,-0.3529890216887,-0.623020216822624,0.823479920625687,-0.108244031667709,-1.21284753084183,0.546655282378197,-0.173470813781023,0.426815863698721,0.144454687833786,-0.475716762244701,-0.273154236376286,0.831424131989479,0.386624902486801,-1.47022503614426,0.346881881356239,0.730065283598378,0.416636452078819,0.359331101179123,0.314239032566547,0.503007739782333,0.7166748046875,-0.0685508847236633,0.414954908192158,0.377128750085831
"(in",-0.0410331189632416,-0.612225495278835,0.439149767160416,-0.371198885142803,-1.06174170970917,-0.246195554733276,-0.264944375492632,-0.0437614787369967,0.113624159246683,-0.305280461907387,0.0237184315919876,0.329889409244061,0.15951604116708,0.616639822721481,0.376850053668022,0.203384555876255,0.3608188778162,-0.0500797629356384,0.395299065858126,-0.171521812677383,-0.426042702049017,-0.941225349903107,0.399404220283031,-0.46244989335537,0.888894334435463,0.357094019651413,-0.0723317228257656,-0.22999632358551,-0.119024896528572,-0.580647602677345,-0.598614513874054,0.285605251789093,-0.913740545511246,0.35906670987606,0.243862330913544,-0.0479739010334015,-0.520090490579605,0.300705686211586,-0.0622923821210861,-0.168077621608973,-0.239725545048714,0.54894545674324,0.0241555571556091,-0.817247062921524,-0.371060758829117,-0.819465219974518,-0.0181859731674194,-0.340797659009695,-0.0793859958648682,-0.025715434923768
"again.",0.184278160333633,0.271644331049174,-0.0170745700597763,0.348612979054451,-0.0555682834237814,0.911183379590511,0.348918877542019,-0.655918166041374,1.35940915346146,0.80506095290184,0.393328621983528,-0.115540586411953,-0.195310451090336,0.857827946543694,-1.07090270519257,-0.702473044395447,0.186476856470108,0.645320296287537,0.582241117954254,0.220667060464621,0.185995735228062,0.428344503045082,-1.01202037930489,-0.153364531695843,0.84181671589613,0.262874655425549,0.356108605861664,-0.129674350842834,0.0367785391863436,-0.876597732305527,0.298016123473644,-0.181465603411198,-0.370709046721458,1.00690591335297,-0.161584776826203,-1.11142173409462,0.20013633184135,-0.72772715985775,-0.577148072421551,-0.0539901705924422,0.622057408094406,-0.340464979410172,0.786373153328896,-1.10482800006866,-0.635718744248152,0.227376878261566,0.380212977528572,-0.465535067953169,0.218219015747309,-1.10513105988503
"ever",-1.02023276686668,-0.809910118579865,-0.0373346507549286,-0.266256313771009,0.00600558519363403,-0.762357473373413,-1.34491580724716,-0.372527956962585,0.215955346822739,-0.00424998998641968,-0.604948669672012,0.588713020086288,-0.0371540598571301,0.639193266630173,-1.46621507406235,-0.857294395565987,-0.502048030495644,-0.167540360242128,0.447728291153908,-0.541571847163141,0.840969294309616,-0.522313997149467,0.114860411733389,0.140948988497257,0.303630944341421,0.2361049503088,0.22640585154295,-0.431295361369848,0.708893343806267,-0.1793207898736,0.17209211178124,-0.86304759979248,-0.00506883859634399,0.541209019720554,0.0695987846702337,1.20689237117767,-1.15079283714294,-0.0575375375337899,0.326028749346733,1.2235991358757,0.083937481045723,-0.538511678576469,1.66523724794388,-0.0906445682048798,-0.513804346323013,0.35925255715847,-1.73931694030762,-1.26605185866356,0.298893302679062,-0.819251850247383
"others,",-0.772385567426682,0.341124594211578,0.061907559633255,0.569264784455299,-0.185590542852879,-0.02154341340065,-0.737570494413376,0.0966688990592957,-1.22045050188899,-1.16241443157196,-0.282760508358479,-0.148067869246006,-0.557037651538849,-0.322009287774563,-0.21334569901228,-0.355348825454712,-0.350782573223114,1.11412778496742,0.159830272197723,-0.227189466357231,-0.35470812022686,-0.515037640929222,0.397148266434669,-0.483792051672935,-0.252767867874354,-0.768267899751663,-0.188184911385179,0.0490824729204178,0.0922634154558182,0.157041104510427,-0.0151578523218632,0.0932992845773697,0.478273525834084,0.604618050158024,-0.351348973810673,0.58049450814724,0.196619547903538,0.135116443037987,0.950840681791306,-0.45457898080349,-0.266818940639496,0.623034477233887,-0.671233773231506,-0.0116182528436184,-0.00313913263380527,-0.47774289175868,-1.21865689754486,-0.248232090845704,0.247111707925797,0.177974984049797
"nice.",-0.0361566133797169,0.325713723897934,1.21437686681747,-0.485057681798935,-0.38935686647892,0.195212192833424,0.802885681390762,-0.122298344969749,0.642954483628273,0.116013951599598,0.215606406331062,-0.911728024482727,-0.923059683293104,0.244332171976566,0.82343715429306,0.267103023827076,-0.167241722345352,-0.103906691074371,0.0466808974742889,-0.439028825610876,-0.240578044205904,0.348503708839417,0.484600700438023,-0.566099748015404,0.251011252403259,-0.142890494316816,-0.549623399972916,0.96245339512825,-0.656926989555359,-0.576376512646675,-0.0826885299757123,0.444367871619761,-0.000652600079774857,-0.140955239534378,1.794753074646,-0.173574425280094,-0.202755868434906,0.538976311683655,-0.399834960699081,0.0983453802764416,-0.926278114318848,0.837343782186508,0.396458983421326,0.421209946274757,0.219012454152107,0.0719518736004829,0.00443318486213684,-0.792818583548069,-0.0637636929750443,0.36793652176857
"(with",-0.416431091725826,0.464154824614525,-0.33498415723443,-0.0519098192453384,-0.677813179790974,0.324817463755608,0.528950840234756,0.196032866835594,-1.17438516020775,-0.281488325446844,0.330789749976248,-0.122618556022644,-0.879344671964645,0.36915086209774,0.374372847378254,0.578550189733505,0.191084336489439,0.703274011611938,1.16990104317665,-0.337998442351818,-0.328521244227886,-0.46672023832798,0.42256660759449,0.148189704865217,-0.291256844997406,-0.488016501069069,-0.130501202773303,-0.333485141396523,0.620697692036629,0.141809299588203,-0.230533932335675,0.821930825710297,-0.700910717248917,0.167484939098358,-0.311482336372137,-0.706990033388138,0.50925225019455,-0.131602942943573,-0.0978026539087296,0.086706455796957,0.162297256290913,0.174948625266552,-0.539795517921448,0.300759375095367,-1.28114575147629,-0.32485868781805,0.482430577278137,-0.736274749040604,-0.0758602656424046,-0.0488453283905983
"2013",-1.05132731795311,-0.197981849312782,-0.0770293977111578,0.246527913957834,0.059254914522171,0.209779500961304,0.582610636949539,0.296868983656168,-0.861040458083153,0.0762134911492467,-0.485759350354783,-1.35495209693909,-0.960280492901802,-0.991712480783463,0.127763539552689,-0.180751815438271,0.907534398138523,-0.134855004027486,-0.566741466522217,0.0512503683567047,-0.0206439271569252,-0.068382665514946,-0.591173708438873,-0.375735029578209,0.595400094985962,-0.2397780418396,0.359960049390793,0.524399612098932,-0.0408051433041692,-0.349006882868707,0.491432658396661,-1.0567691475153,0.203458581119776,-0.135153312236071,-0.303328529000282,0.527681186795235,-0.0167551264166832,0.518831461668015,0.204125560820103,-0.352091602981091,-0.691602803766727,0.738902539014816,-1.45343595743179,-0.342739321291447,0.15404618345201,-1.02750797569752,0.524107940495014,0.530915223062038,-0.992547810077667,0.299487143754959
"impressed.",0.581635355949402,-0.339407578110695,1.17387634515762,-0.00110052898526192,0.162517253309488,0.397042632102966,0.455159828066826,0.295590497553349,-0.700259774923325,-0.0347274765372276,0.227528929710388,0.283797487616539,0.345722123980522,0.415623426437378,0.446768566966057,-0.391665399074554,-0.491452291607857,0.265142388641834,0.0164168551564217,-0.584351792931557,0.122105501592159,0.206992074847221,0.459902629256248,-0.450440693646669,0.508514314889908,0.4307931214571,0.0428209751844406,-0.0622918456792831,-0.79266893863678,0.0306397974491119,0.544915750622749,-0.556937485933304,-0.226038098335266,1.03569403290749,-0.103157877922058,-0.162523955106735,0.352060420438647,0.0779508501291275,-1.05972138047218,0.420435775537044,-0.299322932958603,-0.164241030812263,0.0692943520843983,-0.327943779528141,-0.0558175109326839,-0.0547488629817963,-0.644014596939087,-0.641867123544216,-0.550176948308945,-0.684972122311592
"exchange",-0.0511652603745461,0.0240654535591602,0.0994566134177148,-0.242933563888073,0.189511798322201,-0.149699209723622,-0.341966532170773,-0.867830872535706,-0.435300469398499,0.432330317795277,0.612911615520716,-0.166944161057472,0.267116524279118,0.252467647194862,0.129847478121519,-1.48472845554352,-0.518234059214592,0.57000070810318,0.19193109148182,0.518565133213997,-0.400217622518539,0.197648933157325,-0.554603517055511,-0.380443751811981,0.224040143191814,0.305366612970829,0.209899861365557,0.0211459994316101,-0.607484042644501,0.403697460889816,0.335626199841499,0.686391569674015,0.372104354202747,-0.341135678812861,0.447200208902359,-0.509784266352654,0.270753178745508,-0.53939725458622,0.652193538844585,-0.440861742943525,-0.230312407016754,0.2544533200562,-0.861825376749039,0.129727318882942,-0.405891195870936,-0.0931862965226173,-0.273144789040089,-0.767288476228714,0.020302914083004,0.114235162734985
"slow",-0.349320814013481,0.172000799328089,-0.435620322823524,-0.437602933496237,0.104506563395262,0.0141412913799286,-0.616982638835907,-0.32665978372097,-0.583552718162537,-0.763919442892075,0.234599962830544,-0.327038913965225,-1.62133640050888,-0.164848051965237,0.366802275180817,0.509527325630188,-0.566109105944633,0.0381442010402679,-0.629978507757187,0.216861166059971,-1.11935693025589,-0.675124619156122,-0.0855007991194725,-0.264309629797935,-0.663297802209854,-0.11985506862402,-0.455455437302589,0.300407454371452,0.00428147614002228,0.0341653525829315,0.31996214389801,-0.396140068769455,-0.179821420460939,-0.138565398752689,0.302647620439529,0.623628079891205,0.701989620923996,0.198060721158981,0.477631330490112,-0.0914385914802551,-0.964332416653633,0.941060423851013,0.27909304946661,0.324134815484285,0.346487179398537,-0.246044050902128,-0.187687300145626,-0.264122627675533,-0.150859378278255,0.716782867908478
"skyrim,",1.0455921292305,0.670911610126495,0.496140092611313,-0.55134154856205,-0.126169458031654,0.0269351601600647,-0.183139711618423,0.0765398740768433,-0.11603444814682,-0.416306726634502,-0.258443780243397,0.629390738904476,0.241471882909536,-0.356562200933695,0.430806159973145,-0.135924383997917,0.614588916301727,0.561416171491146,0.204350732266903,0.0146340280771255,-0.31088437885046,-0.590998202562332,-0.401583075523376,-0.960222154855728,0.31419874727726,-0.584644071757793,-0.413458034396172,1.1690456867218,-0.211685803718865,0.610338717699051,0.189268507063389,0.0164930000901222,0.0575731098651886,0.961379289627075,-0.995051980018616,-0.9282106757164,0.501988977193832,0.552138273604214,-0.557455256581306,-0.468044666573405,-0.666593104600906,-0.363650675863028,0.147567257285118,0.111996863037348,-0.176216825842857,-0.627425618469715,0.120132029056549,-0.000274583697319031,0.407906025648117,-0.391240179538727
