"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-0.328709296882153,0.0400573015213013,0.158764455467463,-0.467588722705841,-0.0543701872229576,-0.0266688913106918,-0.0639858543872833,0.562975639477372,0.0887223184108734,0.000243276357650757,-0.55701869726181,0.963894426822662,0.0485746264457703,-0.535477589815855,0.414047963917255,0.0550158396363258,0.00856286287307739,-0.0219825394451618,-0.421047002077103,-0.28074923157692,0.0216529434546828,-0.594609588384628,0.0738567560911179,-0.371914513409138,0.512405343353748,-0.363705828785896,-0.527798533439636,-0.347642056643963,-0.137828089296818,0.581183180212975,-0.142055317759514,0.105481714010239,0.310235507786274,0.535463318228722,-0.379986941814423,0.0287745669484138,0.428964959457517,0.441931948065758,0.385896913707256,-0.359791204333305,0.182362854480743,1.14940708875656,-0.0345622375607491,-0.477488145232201,0.140985533595085,-0.586238995194435,0.261033929884434,-0.294345155358315,-0.173350291326642,-0.323977567255497
-0.285450607538223,0.383904777467251,-0.237337782979012,-0.104342725127935,-0.0139158368110657,0.00856821238994598,0.430617913603783,-0.177698612213135,-0.121083736419678,-0.444038450717926,0.247152406722307,-0.218806985765696,0.704630225896835,0.27913361787796,-0.353580757975578,-0.748108744621277,0.0201598552521318,-0.961830705404282,-0.265713216736913,-0.634816633537412,-0.180810131132603,0.0865593552589417,0.748651504516602,-0.161999374628067,0.67437270283699,-0.127772510051727,0.402433797717094,-0.487551964819431,-0.108068738132715,-0.686577528715134,0.504127845168114,-0.378698043525219,-0.222518108785152,0.504973657429218,-0.97695580124855,0.40751051006373,0.184610806405544,-0.852488934993744,-0.558970838785172,0.462528571486473,-0.590987309813499,0.400486767292023,-0.140128582715988,-0.828020870685577,-0.536837927997112,-0.289610102772713,-0.414316706359386,-0.712077409029007,0.091950386762619,0.452148303389549
0.765885174274445,0.00904693081974983,-0.330684418790042,0.548454254865646,-0.166451409459114,0.246463313698769,0.928186774253845,0.684033900499344,0.57417143881321,-0.286350928246975,-0.508750028908253,0.467180505394936,-0.210929498076439,0.374022665433586,-0.227043509483337,-0.403202801942825,-0.260983526706696,-0.0256613790988922,0.495258539915085,0.405106320977211,-0.0556900203227997,-0.118932694196701,0.378833800554276,0.0457805544137955,0.0418298877775669,-0.643552795052528,-0.359121754765511,0.160410329699516,0.282160547561944,-0.802750557661057,-0.286205500364304,0.131934463977814,-1.02808094024658,0.131212562322617,-0.825144469738007,0.0392099544405937,0.359830409346614,0.219536579214036,0.0641710758209229,-0.0784810483455658,-0.00562384724617004,0.398290805518627,0.591359689831734,0.152619510889053,-0.54659765958786,0.43965545296669,0.183952919556759,-1.03504437208176,0.372551698237658,-0.389414943754673
-0.599552124738693,0.298455007374287,-0.133084028959274,-0.474475469440222,-0.0827118754386902,-0.498651713132858,0.257600102573633,-0.787038862705231,-0.458068117499352,0.405150603502989,-0.0460877604782581,-0.148533344268799,0.706052482128143,-0.247723735868931,-0.773739963769913,-0.236525997519493,-0.556243401020765,0.160483196377754,-0.218640089500695,0.288698233664036,-0.453144520521164,-0.354354988783598,0.433257002383471,-0.258100263774395,-0.363503471016884,0.34561251103878,0.0477334409952164,0.67136025428772,-0.162924006581306,0.418444782495499,-0.976114869117737,0.0593107640743256,0.416947364807129,-0.208995059132576,0.459694590419531,-0.30161439627409,-0.751834839582443,-0.360833662562072,0.293382160365582,0.688457816839218,-0.801735818386078,0.0386126488447189,-0.0854707360267639,0.0543957948684692,0.812706917524338,0.452617585659027,-0.227007873356342,-0.841319054365158,0.405396865680814,0.726267650723457
0.377303719520569,0.290619872510433,0.13857439905405,0.317997395992279,-0.0347009301185608,0.0785702913999557,-0.445230737328529,0.293404705822468,-0.0353016257286072,0.367841020226479,-0.479585513472557,-0.264980241656303,0.164833718910813,-0.696368739008904,0.00299976021051407,0.404313169419765,-0.102226167917252,0.808090299367905,0.602070808410645,-0.73680192232132,-0.451696500182152,-0.490889638662338,0.448635816574097,-0.047987699508667,0.191759765148163,0.111891880631447,1.30984193086624,-0.359109453856945,-0.0746707618236542,0.382137071341276,0.191702753305435,-0.00325506925582886,-0.0470034182071686,-0.0197187960147858,0.256444983184338,-0.272248268127441,-0.574008345603943,-0.0210828483104706,-0.309720560908318,-0.157248209230602,0.0871281921863556,0.50133790075779,0.0409471951425076,0.0231175571680069,0.00306305289268494,-0.371472582221031,-0.401446253061295,0.0175481252372265,0.363877847790718,0.140275485813618
-0.362663570791483,0.0502803921699524,-0.701738744974136,0.421094760298729,-0.289170034229755,-0.0283901989459991,-0.00863821804523468,0.044057309627533,-0.10077103972435,-0.105022266507149,0.0728144347667694,0.750146329402924,-0.163218948990107,0.488545324653387,-0.637323647737503,-0.800431102514267,-0.360123857855797,0.338389975484461,-0.240480482578278,-0.279930830001831,0.0264438539743423,-0.270484812557697,-0.217256933450699,-0.409859150648117,0.0896079838275909,-0.488730892539024,-0.0551325976848602,-0.0971947610378265,0.167537981644273,0.149427175521851,-0.647290900349617,-0.282305609434843,-0.443484544754028,-0.596071764826775,0.129439553245902,-0.160363309085369,-0.0484642833471298,0.174210026860237,-0.275774657726288,0.158105880022049,-0.612864464521408,0.736538946628571,-0.0805240869522095,-0.395853936672211,0.0566222816705704,0.0340543836355209,1.10973137617111,-0.630525626242161,0.0831518992781639,-0.339280366897583
0.0240637063980103,-0.576567053794861,-0.713429301977158,-0.0104662030935287,-0.59802483022213,-0.190145932137966,-0.238031279295683,-0.401709690690041,0.0485584586858749,0.502025738358498,0.211232548579574,-0.0774782188236713,-0.232424437999725,0.210455894470215,-0.103057354688644,0.232282653450966,-0.435637846589088,0.106659643352032,-0.774001866579056,0.499602980911732,-0.754752606153488,-0.480201676487923,-0.213369518518448,-0.204705383628607,-0.322391033172607,-0.248334437608719,-0.793259829282761,0.204068884253502,-0.507838869467378,-0.321691684424877,-0.538404680788517,0.432884052395821,0.375789724290371,-0.108115121722221,0.260641787201166,0.268132083117962,-0.00605785846710205,0.0730377808213234,-0.199069242924452,0.096982441842556,-0.243535190820694,-0.121217101812363,-0.314231276512146,-0.0198542773723602,0.354968219995499,0.260088682174683,-0.424883494153619,0.30837170407176,0.473029479384422,0.307782717049122
0.70231106877327,0.340667232871056,0.675041332840919,0.21815188229084,0.879247188568115,0.622629076242447,-0.56606413424015,-0.329685717821121,0.189173549413681,0.654632546007633,-0.674666881561279,-0.466855853796005,-0.931469351053238,0.126199528574944,0.24504292011261,0.154440581798553,0.343022614717484,0.541637733578682,-0.207576729357243,0.105148829519749,0.19475793838501,-0.327122762799263,-0.478212520480156,0.362276881933212,-0.443296432495117,0.129273504018784,0.0408162698149681,0.441027530934662,0.239795997738838,-0.0404384434223175,-0.295231843367219,-0.649425357580185,-0.507068157196045,0.283324062824249,-0.349888041615486,0.4772486127913,-0.670562267303467,-0.385725662112236,0.035227507352829,-0.261820040643215,-0.132150888442993,0.530363380908966,0.413564078509808,0.637932217214257,0.204859994351864,0.121902465820312,0.326193057000637,0.324599735438824,0.221748520620167,-0.223060175776482
-0.418975427746773,-0.244376808404922,0.587784856557846,-0.224586933851242,-0.546764206141233,-0.095331996679306,0.135223008692265,0.168577700853348,-0.209598019719124,-0.419245190918446,0.151929758489132,-0.000960499048233032,-0.00369039177894592,0.319626770913601,0.352079473435879,0.456872642040253,-0.571844950318336,0.34436558932066,-0.288883851841092,-0.185438483953476,0.301677700132132,-0.0199046693742275,-0.0327488780021667,0.0806429535150528,-0.14895598590374,-0.257764082401991,-0.0236138552427292,-0.0477892458438873,-0.335865065455437,-0.0386268682777882,-0.674166262149811,-0.386099249124527,-0.0628451006487012,0.131534427404404,-0.252816200256348,-0.8329057097435,-0.296465054154396,0.811100333929062,0.359490349888802,0.352424517273903,-0.356788143515587,0.352932311594486,0.319426402449608,0.236812144517899,-0.410041272640228,-0.318878009915352,0.109590500593185,1.07195639610291,0.0673760995268822,-0.0263433754444122
0.171689011156559,-0.354596450924873,0.0822531580924988,-0.364271603524685,0.387419976294041,0.0490784891881049,0.351437836885452,-0.271420583128929,-0.165766390971839,-0.00149915367364883,-0.415567606687546,0.189997840672731,0.091971417888999,0.92308434844017,-0.3169906437397,0.529030732810497,0.0126669704914093,0.714815974235535,-0.0703745894134045,0.26990007807035,1.15160021185875,-0.401813641190529,-0.275499269366264,-0.254310548305511,0.175235360860825,0.0481450110673904,-0.403267781250179,-0.148470118641853,0.316665895283222,-0.223464861512184,-0.624272882938385,0.528861600905657,-0.471027232706547,-0.212575346231461,0.38250220566988,-0.833774834871292,-0.0205504894256592,0.114705145359039,0.706451058387756,0.073051780462265,-0.122527122497559,0.275058798491955,-0.0141711086034775,0.546892002224922,-0.179084643721581,0.328999511897564,-0.110270529985428,-0.51470559835434,-0.00999825447797775,0.118442444130778
